"","GOID","cluster","ChangCTLvsMDD_ACC_Female","ChangCTLvsMDD_ACC_Male","ChangCTLvsMDD_DLPFC_Female","ChangCTLvsMDD_DLPFC_Male","Female.Anterior.Insula","Female.BA8.9","Female.BA11","Female.BA25","Female.Nac","Female.Subic","Male.Anterior.Insula","Male.BA8.9","Male.BA11","Male.BA25","Male.Nac","Male.Subic","female_ancg","female_dlpfc","female_nacc","male_ancg","male_dlpfc","male_nacc","ClusterTheme","UserTheme","pVal","TERM"
"3655","GO:0048770",15,0,0,1.938160859,0,2.766503358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bilayer surrounding","bilayer surrounding",0.000559438705325896,"pigment granule"
"3656","GO:0048771",117,2.890299152,0,0,1.304695901,1.962059103,0,0,1.573230187,1.365831381,0,0,0,0,3.112500898,0,1.973987946,4.784210201,0,0,2.084555716,1.450408675,2.739997281,"muscle cells","muscle cells",5.04263631599075e-06,"tissue remodeling"
"3657","GO:0048786",100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515130423,0,0,0,0,0,2.083811059,0,0,"membrane consisting","membrane consisting",0.970969927756965,"presynaptic active zone"
"3658","GO:0048799",81,3.355555772,0,0,1.422259565,2.328468655,0,0,0,0,0,0,0,0,0,0,0,1.857109534,0,0,0,0,0,"morphogenetic shape \ process independent","morphogenetic shape \ process independent",0.257040159202661,"animal organ maturation"
"3659","GO:0048806",86,0,0,1.532504282,0,0,0,0,0,2.349133177,2.313666362,0,0,1.359283175,0,0,0,2.306707114,0,0,1.412148993,0,0,"specific outcome","specific outcome",0.562614350910184,"genitalia development"
"3660","GO:0048812",298,13.42585109,7.679909944,12.63815966,9.749227782,2.166510455,2.816328641,0,1.43257569,6.613307785,4.438397659,3.909316085,2.641731457,2.839267813,11.29196944,0,4.162850526,2.718070154,1.946999501,0,9.251714875,9.429928037,4.771891451,"anatomical structures","anatomical structures",0.00566412505796602,"neuron projection morphogenesis"
"3661","GO:0048813",298,0,0,0,3.793553388,1.520951275,2.699032019,0,0,0,0,1.474096774,0,0,3.236991193,0,1.529063065,0,0,0,0,0,0,"anatomical structures","anatomical structures",0.00566412505796602,"dendrite morphogenesis"
"3662","GO:0048814",357,0,3.557730062,5.163629029,2.073692941,0,0,0,0,0,4.046004702,2.006252456,1.781030158,1.470603184,2.764972999,1.312634861,2.087935386,0,0,0,2.284981121,0,0,"formation arrangement","cell substrate",3.26783241156781e-21,"regulation of dendrite morphogenesis"
"3663","GO:0048821",20,1.795495722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"epithelial cell","epithelial cell",0.00428306176717297,"erythrocyte development"
"3664","GO:0048839",55,1.553086967,0,0,0,2.036145443,1.63684493,0,0,0,0,0,1.893531175,1.887955421,1.495758661,0,0,0,0,0,1.870406871,1.624598866,0,"mature structure","mature structure",1.0286954091169e-24,"inner ear development"
"3665","GO:0048841",211,0,0,0,0,0,0,0,0,1.57656667,0,1.960834128,0,1.57656667,0,0,0,0,0,0,0,0,0,"postsynaptic potential","synaptic transmission",0.0254682380397639,"regulation of axon extension involved in axon guidance"
"3666","GO:0048843",211,0,0,0,0,0,0,0,0,1.746751705,0,0,0,0,0,0,0,0,0,0,0,0,0,"postsynaptic potential","synaptic transmission",0.0254682380397639,"negative regulation of axon extension involved in axon guidance"
"3667","GO:0048844",135,0,0,0,2.021999556,0,0,0,0,3.981291808,0,1.460498947,3.331965895,2.908569252,0,0,0,0,1.430925202,0,1.677877575,1.416454742,2.130954866,"anatomical structures","anatomical structures",1.54767380464668e-05,"artery morphogenesis"
"3668","GO:0048853",135,0,0,0,0,1.339638599,0,0,0,0,0,0,0,0,0,0,1.343955856,0,0,0,0,0,0,"anatomical structures","anatomical structures",1.54767380464668e-05,"forebrain morphogenesis"
"3669","GO:0048854",298,0,0,3.42011209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"anatomical structures","anatomical structures",0.00566412505796602,"brain morphogenesis"
"3670","GO:0048858",298,13.93513176,8.167841851,12.37727281,9.583314439,2.128331812,2.75563603,0,1.399710559,6.511309349,4.359705267,3.850145306,2.579150957,2.781937222,11.06088374,0,4.10265213,2.661604816,1.910172689,0,9.075265627,9.98052555,4.671666977,"anatomical structures","anatomical structures",0.00566412505796602,"cell projection morphogenesis"
"3671","GO:0048863",397,4.161683967,0,5.050811459,3.406969318,0,0,0,0,1.437684466,0,0,0,0,3.789810882,0,0,0,0,0,2.137389186,1.310926245,3.639653833,"cell acquires","cell acquires",2.01477093379316e-07,"stem cell differentiation"
"3672","GO:0048864",55,3.385371522,0,3.366816837,2.244004731,0,0,0,0,0,0,0,0,0,1.802104447,0,0,0,0,0,0,0,4.96496375,"mature structure","mature structure",1.0286954091169e-24,"stem cell development"
"3673","GO:0048871",200,0,1.398756591,1.437118801,3.192272114,2.407704601,2.009978664,2.142913401,0,1.371328353,0,0,0,2.387944263,5.201938358,2.766652682,1.782323165,1.775674863,1.604098254,0,4.166369411,5.477048725,3.491750937,"internal steady","internal steady",6.5577385571429e-15,"multicellular organismal homeostasis"
"3674","GO:0048872",200,3.643697026,1.977851998,2.609650354,2.002280418,3.338254293,1.346202947,0,1.303560439,0,0,0,2.067779242,0,4.09448585,0,0,1.525630585,0,0,3.386204534,0,2.18369517,"internal steady","internal steady",6.5577385571429e-15,"homeostasis of number of cells"
"3675","GO:0048873",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375421616,0,"internal steady","internal steady",6.5577385571429e-15,"homeostasis of number of cells within a tissue"
"3676","GO:0048875",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309276606,0,0,0,"internal steady","internal steady",6.5577385571429e-15,"chemical homeostasis within a tissue"
"3677","GO:0048880",55,2.97709246,3.201775049,1.913688547,1.897690632,2.180018226,0,0,1.515801321,0,0,0,1.763975792,0,2.401560106,0,0,2.022540056,0,0,3.597531022,4.287716046,0,"mature structure","mature structure",1.0286954091169e-24,"sensory system development"
"3678","GO:0048934",397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33212724,0,0,0,0,0,0,0,"cell acquires","cell acquires",2.01477093379316e-07,"peripheral nervous system neuron differentiation"
"3679","GO:0048935",111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33212724,0,0,0,0,0,0,0,"cardiac fibroblast","functional differentiated \ initial commitment",0.403829755746342,"peripheral nervous system neuron development"
"3680","GO:0050000",213,0,0,0,0,0,0,0,0,0,0,0,1.974319059,0,1.342566103,0,0,0,4.289377421,0,0,0,0,"specific location","specific location",0.000496345876399868,"chromosome localization"
"3681","GO:0050135",318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.491114633,0,0,"reaction 2","reaction nad",0.999999957291314,"NAD(P)+ nucleosidase activity"
"3682","GO:0050145",107,3.436982205,1.451733771,3.62634848,2.518150714,0,0,1.689094414,0,1.925197982,1.900938424,0,1.66060496,0,1.832252732,0,0,0,0,0,2.229483564,1.547305572,1.517876616,"myo inositol","phosphate h2o",0.999296140780821,"nucleoside monophosphate kinase activity"
"3683","GO:0050308",237,0,0,0,0,0,0,0,2.731358987,0,0,0,0,0,0,1.409616198,0,0,0,0,0,2.176860275,0,"reaction atp","1,2 diacylglycerol",0.999999999984102,"sugar-phosphatase activity"
"3684","GO:0050321",295,0,0,7.091580793,6.343532282,0,0,0,0,0,0,0,2.767184479,1.886051756,6.146277306,0,0,1.857109534,0,0,2.171523705,0,1.480179723,"reaction atp","adp protein",0.663726053699459,"tau-protein kinase activity"
"3685","GO:0050431",277,2.142228705,1.345065351,0,1.352893129,0,0,0,1.9697262,0,0,0,1.551206586,0,2.562130984,0,0,1.784461314,0,0,0,1.439295392,2.438076528,"chemokine receptor","signaling protein \ smad signaling",5.50455894842482e-05,"transforming growth factor beta binding"
"3686","GO:0050433",310,0,2.170025438,0,0,0,0,1.73248027,0,0,0,0,0,0,1.99201921,0,1.601641791,2.025459812,0,0,0,0,1.494534733,"regulated release","regulated release",9.48051104631461e-05,"regulation of catecholamine secretion"
"3687","GO:0050434",261,0,2.613312529,3.097684394,1.732221876,0,3.309901875,3.084356015,1.548094394,1.39775594,0,0,5.34370426,4.809873725,6.317139378,0,0,0,0,0,0,0,3.778889517,"stimulus indicating","translational initiation",0.00137640909425877,"positive regulation of viral transcription"
"3688","GO:0050435",105,0,0,4.887177232,1.49916796,0,0,0,3.53771858,0,0,0,0,0,1.89121707,0,0,0,0,0,1.311731324,0,0,"glucose residues","alpha 1",0.0848445067607449,"amyloid-beta metabolic process"
"3689","GO:0050657",351,0,0,2.079237359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"macromolecular structure","component monomers \ compounds composed",1.06029602942847e-11,"nucleic acid transport"
"3690","GO:0050658",191,0,0,2.079237359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"directed movement","directed movement",0.110489434253862,"RNA transport"
"3691","GO:0050664",341,1.493998638,0,0,0,0,0,0,2.264088125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"redox reaction \ reduction redox","oxidation reduction \ redox reaction \ reduction redox",0.99919350027437,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor"
"3692","GO:0050670",364,8.226455471,3.487781926,2.852886095,0,0,1.786032558,0,3.199045228,0,2.021793037,0,0,1.507380953,1.64284462,0,0,2.010220669,2.250424226,0,1.754263168,0,3.177407904,"cell differentiation","cell differentiation",2.59273501034962e-39,"regulation of lymphocyte proliferation"
"3693","GO:0050671",364,7.244332861,3.174180555,1.880838124,0,0,1.450580716,0,3.589020613,0,0,0,0,0,2.184828387,0,0,3.072148771,2.293052006,0,1.479098638,0,4.964536466,"cell differentiation","cell differentiation",2.59273501034962e-39,"positive regulation of lymphocyte proliferation"
"3694","GO:0050672",159,2.60043299,1.531574122,0,0,0,0,0,0,0,1.528833667,0,0,0,0,0,0,0,0,0,0,1.698563025,0,"cell differentiation","cell differentiation",0.0160148412640548,"negative regulation of lymphocyte proliferation"
"3695","GO:0050673",123,4.092400629,1.49835391,2.616749229,2.177763533,0,1.371900443,0,0,0,0,0,0,0,1.731148886,0,0,2.293876784,0,0,1.764165989,0,3.087420523,"cell population","stem cell",0.000285588397490364,"epithelial cell proliferation"
"3696","GO:0050678",364,7.386866012,4.673608634,12.16788134,5.333545811,3.048285593,3.607728069,3.676596991,0,3.514181846,1.729018201,2.225513813,2.976663939,1.791777665,13.68182906,3.479299092,0,9.586729385,7.832236588,6.563908157,12.55843532,8.867429351,15.27187417,"cell differentiation","cell differentiation",2.59273501034962e-39,"regulation of epithelial cell proliferation"
"3697","GO:0050679",364,6.293632071,2.309783625,5.969705642,4.915782534,3.644932214,4.269858248,1.336318408,0,0,1.752623926,0,0,1.802214108,8.130160467,0,0,5.522956859,4.329254532,3.280712373,8.235858287,5.398677286,14.41940764,"cell differentiation","cell differentiation",2.59273501034962e-39,"positive regulation of epithelial cell proliferation"
"3698","GO:0050680",159,3.699315293,2.114362356,7.330357817,0,0,0,3.515254729,0,1.801318763,0,0,1.355278897,0,3.037343129,1.907898187,0,5.143859305,3.391424042,3.024952136,3.489530835,3.822194829,2.285173502,"cell differentiation","cell differentiation",0.0160148412640548,"negative regulation of epithelial cell proliferation"
"3699","GO:0050681",44,0,0,0,0,2.122488772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hormone receptor","ionotropic glutamate",0.0328376310899369,"androgen receptor binding"
"3700","GO:0050684",54,0,0,1.363044138,1.318769769,0,0,0,0,0,0,0,2.348763741,1.594622972,1.612512244,0,0,0,0,0,0,0,0,"isotype switching","inclusion body",0.0010829345837395,"regulation of mRNA processing"
"3701","GO:0050685",54,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314158266,0,0,0,0,0,0,0,0,"isotype switching","inclusion body",0.0010829345837395,"positive regulation of mRNA processing"
"3702","GO:0050686",54,0,0,0,0,0,0,0,0,0,0,2.043606205,0,1.656822248,1.456800138,0,0,0,0,0,0,0,0,"isotype switching","inclusion body",0.0010829345837395,"negative regulation of mRNA processing"
"3703","GO:0050687",93,0,0,0,0,0,0,1.61417793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"host organism","host cell \ host organism",0.184660805479534,"negative regulation of defense response to virus"
"3704","GO:0050688",199,2.710918757,0,1.657466436,1.615200776,0,1.452526113,2.846874642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71795918,"natural killer","mediated immunity",1.01860947644546e-17,"regulation of defense response to virus"
"3705","GO:0050690",93,0,2.103252162,1.332896642,0,0,0,1.426662714,0,0,0,0,1.39901794,0,2.255471911,0,0,0,0,0,0,0,0,"host organism","host cell \ host organism",0.184660805479534,"regulation of defense response to virus by virus"
"3706","GO:0050691",93,2.322423229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.787133262,"host organism","host cell \ host organism",0.184660805479534,"regulation of defense response to virus by host"
"3707","GO:0050699",180,1.795495722,0,1.931141453,0,0,0,0,0,0,0,0,1.321284661,0,0,0,0,0,0,0,0,3.173526608,0,"double stranded","14 3",0.00518025710108708,"WW domain binding"
"3708","GO:0050700",249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.338217934,"rna polymerase","rna polymerase",0.00353396186424659,"CARD domain binding"
"3709","GO:0050708",121,3.713336668,3.858638318,0,2.294374072,0,2.440357658,0,2.685694543,0,4.846032916,0,1.529041603,0,5.326560677,0,0,4.0850371,0,1.791904555,3.956047334,1.666696194,2.516743645,"lipoprotein particle","kinase activity",4.87953382141943e-27,"regulation of protein secretion"
"3710","GO:0050709",221,0,3.68793831,0,0,0,2.644769431,0,2.143256675,0,2.834421344,0,0,0,2.424818662,0,0,0,0,0,0,2.160563173,0,"directed movement","directed movement",3.99150519153231e-27,"negative regulation of protein secretion"
"3711","GO:0050714",226,2.725122447,1.908774528,0,1.386515404,0,0,0,0,0,2.310077563,0,0,0,3.2616677,0,0,2.29957881,2.293052006,0,3.828561326,0,2.07441604,"cell communication","activates maintains",1.43714714136415e-21,"positive regulation of protein secretion"
"3712","GO:0050728",8,2.853848413,3.029373805,0,2.136310358,3.040612638,1.475689972,0,1.661056593,0,4.053427413,1.61538769,1.531871421,3.503748311,2.390230502,0,0,0,0,1.510616409,0,1.609831934,2.848778903,"skeletal muscle","bony substance \ muscle development",5.42844525829011e-12,"negative regulation of inflammatory response"
"3713","GO:0050729",226,3.877478738,1.808880112,0,3.057530704,2.363011388,2.004766558,0,1.853832023,0,3.792320121,0,0,0,0,0,0,1.536284548,0,0,2.414265698,1.478782189,2.588502225,"cell communication","activates maintains",1.43714714136415e-21,"positive regulation of inflammatory response"
"3714","GO:0050730",192,18.33021167,10.00294884,12.71378226,6.913093981,3.73057361,4.622833031,2.81292188,5.167478169,2.384063503,5.921252621,2.068015125,11.2079642,6.056435216,20.07126561,1.740496514,2.940016371,4.320649189,1.379380946,5.461749975,10.50785646,10.09906846,3.279530797,"form peptidyl","peptidyl threonine",3.92719724743089e-06,"regulation of peptidyl-tyrosine phosphorylation"
"3715","GO:0050731",192,13.896665,7.874842788,7.751142021,6.301106849,1.922696413,4.179821257,2.39259547,3.594938435,2.395267952,6.342320808,0,5.910337461,3.100945417,14.33248412,2.168389062,3.606195244,4.565723591,0,5.282676828,8.051277896,6.880547463,2.455468297,"form peptidyl","peptidyl threonine",3.92719724743089e-06,"positive regulation of peptidyl-tyrosine phosphorylation"
"3716","GO:0050732",192,5.589254481,1.403881772,4.835618201,1.41473066,2.708917256,0,0,1.324766098,2.066901452,0,0,4.618448321,3.084102913,7.205440643,0,0,0,0,1.808644751,4.384171572,5.359273423,2.296073987,"form peptidyl","peptidyl threonine",3.92719724743089e-06,"negative regulation of peptidyl-tyrosine phosphorylation"
"3717","GO:0050750",260,0,0,0,0,0,0,1.61417793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"lipoprotein particle","lipoprotein particle",2.19440280374617e-25,"low-density lipoprotein particle receptor binding"
"3718","GO:0050764",357,3.024009154,0,0,0,0,0,0,3.432711177,0,1.390786792,0,0,0,0,0,0,0,0,0,3.587320925,3.756442041,3.658774692,"formation arrangement","cell substrate",3.26783241156781e-21,"regulation of phagocytosis"
"3719","GO:0050766",364,3.161086504,0,0,0,0,0,0,3.081137936,0,0,0,0,0,0,0,0,0,0,0,2.247008389,2.895933331,2.825499343,"cell differentiation","cell differentiation",2.59273501034962e-39,"positive regulation of phagocytosis"
"3720","GO:0050768",8,3.337468329,2.377981174,2.170890188,2.408401798,0,4.514007355,0,0,2.319959359,0,2.019999551,2.628818189,0,2.624638957,0,1.486377894,2.848406905,2.643623935,0,6.614904601,8.223755014,3.76673589,"skeletal muscle","bony substance \ muscle development",5.42844525829011e-12,"negative regulation of neurogenesis"
"3721","GO:0050769",226,5.045326547,8.049903996,9.215296805,5.126230987,0,7.349877664,0,1.98859257,5.453306908,2.885522686,3.367938498,2.350455381,1.981432972,11.27762762,3.35882754,1.724687425,3.41298903,0,0,7.263696032,3.648324069,3.469788771,"cell communication","activates maintains",1.43714714136415e-21,"positive regulation of neurogenesis"
"3722","GO:0050770",357,3.165928925,1.427382853,4.522291664,4.451342055,2.05323238,2.268220717,0,0,3.328702085,0,2.76695168,0,2.584247038,5.774866882,2.302684891,2.068429481,0,0,0,5.542236221,4.146195669,2.10626949,"formation arrangement","cell substrate",3.26783241156781e-21,"regulation of axonogenesis"
"3723","GO:0050771",221,2.253925632,0,1.92742636,2.570606674,0,3.389330815,0,0,1.773965984,0,1.348584438,0,1.773965984,0,0,1.402636567,0,2.283839377,0,2.874878539,1.971649359,0,"directed movement","directed movement",3.99150519153231e-27,"negative regulation of axonogenesis"
"3724","GO:0050772",211,0,0,2.787073355,2.289884003,0,0,0,0,2.443013837,0,0,0,1.603123482,4.576804206,3.560611789,0,0,0,0,3.281882603,0,1.699747004,"postsynaptic potential","synaptic transmission",0.0254682380397639,"positive regulation of axonogenesis"
"3725","GO:0050773",95,0,7.533789433,11.38156507,2.902727342,0,1.908562976,0,0,1.508672339,2.847116635,1.420734226,1.616156846,0,4.019006234,1.668798984,2.293977997,0,1.380248612,0,2.270617953,1.934683084,0,"mature structure","dendritic spine",2.85122573431324e-09,"regulation of dendrite development"
"3726","GO:0050774",159,0,0,0,0,0,0,0,0,0,2.188055755,0,0,0,0,0,0,0,0,0,0,1.82687313,0,"cell differentiation","cell differentiation",0.0160148412640548,"negative regulation of dendrite morphogenesis"
"3727","GO:0050775",385,0,2.878972675,3.491493245,2.894989726,0,0,0,0,0,1.504148274,1.910139303,0,0,0,0,1.967330666,0,0,0,0,0,0,"mesenchymal cell","cell apoptotic",0.000123190591486199,"positive regulation of dendrite morphogenesis"
"3728","GO:0050777",221,2.182683012,0,0,1.554857654,1.606885131,1.349207616,0,2.062442223,0,3.184818697,0,1.799693966,2.144975366,1.794831158,0,0,0,0,0,0,1.455909779,1.747406209,"directed movement","directed movement",3.99150519153231e-27,"negative regulation of immune response"
"3729","GO:0050779",351,0,0,0,1.855489228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584709784,1.983579579,0,"macromolecular structure","component monomers \ compounds composed",1.06029602942847e-11,"RNA destabilization"
"3730","GO:0050780",44,1.54361515,1.674637886,0,0,0,0,0,0,0,0,0,3.185483714,0,3.259786003,0,0,0,0,0,0,1.772467769,0,"hormone receptor","ionotropic glutamate",0.0328376310899369,"dopamine receptor binding"
"3731","GO:0050786",44,1.940993924,0,0,0,1.339638599,0,0,2.731358987,0,0,0,0,0,0,0,0,0,0,0,0,2.176860275,2.145958317,"hormone receptor","ionotropic glutamate",0.0328376310899369,"RAGE receptor binding"
"3732","GO:0050792",337,4.624725708,5.419530446,4.245380482,0,0,2.339992474,2.02170895,0,1.492922349,0,0,3.102593066,1.492922349,6.08025262,0,0,0,0,2.914661555,2.652471446,2.680198422,4.419800225,"viral process","host organism",0.689642875303018,"regulation of viral process"
"3733","GO:0050795",226,0,1.840877743,0,0,1.418188839,0,0,0,0,0,2.365454853,1.446355323,0,0,0,0,0,0,0,0,2.016268755,0,"cell communication","activates maintains",1.43714714136415e-21,"regulation of behavior"
"3734","GO:0050796",310,1.564810106,3.699767145,0,1.434914956,1.317487546,2.256233938,0,2.23299109,0,2.508757143,0,1.368459489,0,1.912264534,0,1.32831525,1.837590456,0,1.60739732,1.884169259,0,2.676190941,"regulated release","regulated release",9.48051104631461e-05,"regulation of insulin secretion"
"3735","GO:0050803",211,0,2.889050227,10.57045175,3.507917602,0,1.777304184,1.517609218,0,0,2.012704129,1.614592457,2.509441896,0,2.006665566,0,0,0,0,0,1.742817928,0,0,"postsynaptic potential","synaptic transmission",0.0254682380397639,"regulation of synapse structure or activity"
"3736","GO:0050804",211,2.352932017,2.586989749,6.581683428,3.072990797,0,2.778591091,0,0,1.320470877,0,2.335919464,3.157923921,0,8.834422678,1.609100681,0,0,0,0,2.469963611,5.828890749,1.674396729,"postsynaptic potential","synaptic transmission",0.0254682380397639,"modulation of chemical synaptic transmission"
"3737","GO:0050805",221,0,1.344091215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16066429,0,"directed movement","directed movement",3.99150519153231e-27,"negative regulation of synaptic transmission"
"3738","GO:0050806",211,2.017463763,0,2.6822115,0,1.546026814,0,0,0,0,0,1.480966559,3.02711461,0,4.265849572,0,0,0,0,0,1.387910437,3.36947535,1.420754385,"postsynaptic potential","synaptic transmission",0.0254682380397639,"positive regulation of synaptic transmission"
"3739","GO:0050807",115,0,3.040876249,11.05847996,3.680860145,0,1.867102277,1.602714772,0,0,2.106115186,1.67949086,2.632840003,0,2.158421436,0,0,0,0,0,1.861065236,0,0,"cell signaling","neurotransmitter receptors",0.00361115665910773,"regulation of synapse organization"
"3740","GO:0050808",178,2.214223826,1.393896465,6.135053137,2.780095132,1.416703951,5.836805124,0,0,0,0,0,0,0,1.395179264,0,0,2.142888039,0,0,2.909502551,2.619786421,0,"assembly arrangement","assembly arrangement",6.43690122213396e-12,"synapse organization"
"3741","GO:0050810",314,1.654131137,0,0,0,1.442530513,2.542202297,0,0,1.844245094,1.810411229,0,2.274198765,0,2.285607941,0,0,0,0,0,2.247008389,2.062553053,2.008003009,"inositol phosphate \ receptor biosynthesis \ sphingolipid biosynthesis \ triglyceride biosynthesis","sphingolipid biosynthesis \ triglyceride biosynthesis",0.0317473700990572,"regulation of steroid biosynthetic process"
"3742","GO:0050817",146,0,1.996813108,5.458672348,2.483940782,0,0,0,0,3.214446844,2.514759071,2.446643263,2.260144858,0,2.481195938,0,1.915463988,0,0,0,0,2.348203809,2.728328066,"shear stress","hydrogen ion",0.000386030482363503,"coagulation"
"3743","GO:0050818",95,3.167091367,4.441235966,2.490183954,1.448385745,0,0,0,0,0,2.231316916,0,0,0,0,0,0,0,1.975567944,1.39971211,1.685463096,3.063754118,2.981341934,"mature structure","dendritic spine",2.85122573431324e-09,"regulation of coagulation"
"3744","GO:0050819",8,0,5.019120251,0,0,1.593464209,0,0,0,0,0,0,0,0,0,0,1.601641791,0,0,0,0,3.271561098,1.494534733,"skeletal muscle","bony substance \ muscle development",5.42844525829011e-12,"negative regulation of coagulation"
"3745","GO:0050820",310,1.871845075,2.062015332,2.030108401,0,0,0,0,0,0,1.605433405,0,0,0,1.418925598,0,0,0,0,0,1.795999454,2.204735711,2.160772144,"regulated release","regulated release",9.48051104631461e-05,"positive regulation of coagulation"
"3746","GO:0050821",351,0,1.706998422,7.667188607,4.753069063,3.55768207,3.396323041,8.702780035,0,0,0,0,2.285503149,2.37305971,3.482624789,0,1.922229013,4.529755019,0,0,4.386354664,5.231906258,2.427827819,"macromolecular structure","component monomers \ compounds composed",1.06029602942847e-11,"protein stabilization"
"3747","GO:0050829",319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37693085,"immune response","immune response",0.0321491989251323,"defense response to Gram-negative bacterium"
"3748","GO:0050840",260,1.873979701,0,0,0,0,0,0,0,0,0,0,0,0,2.616767844,0,0,0,0,0,0,0,5.144774914,"lipoprotein particle","lipoprotein particle",2.19440280374617e-25,"extracellular matrix binding"
"3749","GO:0050848",388,1.701665697,0,1.334474687,0,0,1.969110446,0,1.632003693,0,0,0,0,2.191513761,0,0,0,2.990799964,0,0,0,1.522020604,1.471941027,"signaling pathway","signaling pathway",6.47319575858475e-21,"regulation of calcium-mediated signaling"
"3750","GO:0050849",221,0,0,0,0,0,2.545006628,0,0,0,0,0,0,1.602363503,0,0,0,1.574139157,0,0,1.757456588,0,0,"directed movement","directed movement",3.99150519153231e-27,"negative regulation of calcium-mediated signaling"
"3751","GO:0050850",388,2.322423229,0,0,0,0,0,0,0,0,0,0,0,1.378255323,0,0,0,3.455307974,0,0,2.222441318,1.829462283,0,"signaling pathway","signaling pathway",6.47319575858475e-21,"positive regulation of calcium-mediated signaling"
"3752","GO:0050851",43,2.913729499,3.032172806,4.627331916,0,0,0,1.919710468,0,0,2.010897752,0,2.326717567,1.553956882,4.873154047,0,1.344874436,0,0,0,0,0,2.309512718,"molecular signals","molecular signals",1.33878599665415e-12,"antigen receptor-mediated signaling pathway"
"3753","GO:0050852",43,2.555175287,4.366101788,5.663496873,0,0,0,3.249737722,0,0,2.496490433,0,3.860224111,2.559457229,7.064668846,0,1.32221681,0,0,0,1.870406871,0,3.972719499,"molecular signals","molecular signals",1.33878599665415e-12,"T cell receptor signaling pathway"
"3754","GO:0050854",388,2.395786749,2.698130586,2.083996318,0,0,0,2.352273335,0,0,0,0,0,4.974700578,1.690359527,0,0,0,0,0,0,1.345258901,2.031646403,"signaling pathway","signaling pathway",6.47319575858475e-21,"regulation of antigen receptor-mediated signaling pathway"
"3755","GO:0050855",388,2.092045054,1.312850413,0,0,0,0,1.546151305,0,0,0,0,0,4.373696505,0,0,0,0,0,0,0,0,0,"signaling pathway","signaling pathway",6.47319575858475e-21,"regulation of B cell receptor signaling pathway"
"3756","GO:0050856",388,0,1.720806366,2.306386322,1.732221876,0,0,2.064066705,0,0,0,0,0,2.409301133,2.517070138,0,0,0,0,0,1.466128707,0,2.744325966,"signaling pathway","signaling pathway",6.47319575858475e-21,"regulation of T cell receptor signaling pathway"
"3757","GO:0050857",199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547305572,1.517876616,"natural killer","mediated immunity",1.01860947644546e-17,"positive regulation of antigen receptor-mediated signaling pathway"
"3758","GO:0050858",21,0,3.145399343,2.082729545,2.115156864,0,1.536842925,3.630116072,0,0,0,0,0,7.033455669,0,0,0,0,0,0,0,0,0,"signaling pathway","receptor signaling",0.00185568864502673,"negative regulation of antigen receptor-mediated signaling pathway"
"3759","GO:0050860",21,0,2.446762761,2.527228826,2.458983259,0,1.763560724,2.810773974,0,0,0,0,0,3.171213775,0,0,0,0,0,0,0,0,0,"signaling pathway","receptor signaling",0.00185568864502673,"negative regulation of T cell receptor signaling pathway"
"3760","GO:0050862",388,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333459546,0,0,0,0,0,1.601112848,0,1.855068568,"signaling pathway","signaling pathway",6.47319575858475e-21,"positive regulation of T cell receptor signaling pathway"
"3761","GO:0050863",284,7.481340176,3.608930377,4.774286234,4.207948135,0,0,0,1.689794219,0,0,0,3.019548215,1.344292815,4.125726299,0,1.756197065,1.74266671,1.578844569,0,2.651865971,4.757145252,4.570856186,"cell death","cell aging",3.99181856379972e-15,"regulation of T cell activation"
"3762","GO:0050864",364,4.965980715,0,0,0,0,0,0,1.322358304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cell differentiation","cell differentiation",2.59273501034962e-39,"regulation of B cell activation"
